2019-11-18T04:31:11.130292,@Blackamazon i need to get on that beauty shop stuff... but i really am clueless now what to write... i have nuthin'...,1
2019-11-18 04:31:11.13,@blackakoustic I could tell the tuxes weren't that great seeing that Robin took his off as soon as he could,1
2019-11-18 04:31:11.13,@blackaj You should come back to Auburn and have nothing to do. It's great.,1
2019-11-18 04:31:11.13,@BlackAddler Hmmm I'm workin on the scripts first.,1
2019-11-18 04:31:11.13,"\"@BlackAddler Hahah the update is slow I guess",1
2019-11-18 04:31:11.13,"\"@black_thought Thanks B",1
2019-11-18 04:31:11.13,@black_thought even more exciting because I'll see you at CAN tonight!,1
2019-11-18 04:31:11.13,@black_rose_1357 hello dear.,1
2019-11-18 04:31:11.13,@black_milk how was the show? im really mad I couldn't make it!,1
2019-11-18 04:31:11.13,@black_list is getting ready to go to a wedding but it's not her wedding!,1
2019-11-18 04:31:11.13,"\"@black_jeans @shotguntori HE'S THE DADDY!  I'm sure he'll be there for Red Rocks",1
2019-11-18 04:31:11.13,@black_blasphemy sad... not for  her but for the people left behind. the agony they have to come to terms with...,1
2019-11-18 04:31:11.13,@black_blasphemy  I think I'm alright with an oversize coconut tree leaf.,1
2019-11-18 04:31:11.13,"\"@Black_Barbee idk  *tear",1
2019-11-18 04:31:11.13,@blabers Good morning. You are becoming something of a radio busy-bunny! Have a good day,1
2019-11-18 04:31:11.13,"\"@blaaaanche yo",1
2019-11-18 04:31:11.13,@BL3SS lol perva... i tweet every once in a while.... you just never wanna acknowledge me. maybe its cuz im filipino....,1
2019-11-18 04:31:11.13,@bl3ss and depressed  don't kno why....just unhappy,1
2019-11-18 04:31:11.13,@Bl3igh when is your next show?? I already made plans tonight,1
2019-11-18 04:31:11.13,@Bl_Cass You're my sorrow,1
2019-11-18 04:31:11.13,"\"@bkzzang oh",1
2019-11-18 04:31:11.13,@bkzzang @dylancoyle I missed that! =( And Dylan is... left-handed! Creative and... presidentiable!,1
2019-11-18 04:31:11.13,@BkZJustO uh huh,1
2019-11-18 04:31:11.13,@bkzflyygirl yup,1
2019-11-18 04:31:11.13,@bkzflyygirl Did u get my evite?,1
2019-11-18 04:31:11.13,@BKyle my bad,1
2019-11-18 04:31:11.13,@bkwrrm_tx Hope you enjoy,1
2019-11-18 04:31:11.13,"\"@bkwrm40 Do you sell on bonanzle? I do mostly ebay",1
